# I energy_spread Eo(eV) omega_s To R sigma_z td
# 0.00044 0.001017 2.75e+09 9217.43 1.181e-06 5.36 0.00145 0.00327
# resistance : 0 inductance : 0
# nq Lq dq np Lp dp
# 480 20 0.0416667 480 20 0.0416667
# nt ntint ntot t1 t2 dt
# 8000 10 80000 0 63.118 0.000788975
# bolometer cutoff : 2.5 cm-1
# t aire val.moy rms_z rms_E thz thz_lp thz_hp thz_lp_hp thz_lp_hp2 feedback DiffWithCI numprocs numthreads niter wc_time
36.5295 1 0.0597875 1.20912 1.17291 7.40727 6.80866 4.84142 4.46612 0 0 0 1 1 46300 506.024
36.5374 1 0.059982 1.20922 1.17309 7.37078 6.81437 4.80254 4.46961 0 0 0 1 1 46310 506.133
36.5453 1 0.0601754 1.20933 1.17327 7.33157 6.81964 4.76096 4.47267 0 0 0 1 1 46320 506.243
36.5532 1 0.0603679 1.20943 1.17345 7.29048 6.82447 4.71753 4.47528 0 0 0 1 1 46330 506.352
36.5611 1 0.0605592 1.20954 1.17363 7.24841 6.82884 4.67313 4.47743 0 0 0 1 1 46340 506.461
36.569 1 0.0607495 1.20965 1.17381 7.20627 6.83274 4.62868 4.47912 0 0 0 1 1 46350 506.57
36.5769 1 0.0609387 1.20977 1.17398 7.16501 6.8362 4.58515 4.48035 0 0 0 1 1 46360 506.679
36.5848 1 0.0611267 1.20988 1.17416 7.12557 6.83923 4.54344 4.48116 0 0 0 1 1 46370 506.788
36.5927 1 0.0613135 1.21 1.17433 7.08885 6.84185 4.50448 4.48156 0 0 0 1 1 46380 506.898
36.6006 1 0.0614992 1.21012 1.1745 7.05573 6.8441 4.46914 4.48159 0 0 0 1 1 46390 507.007
36.6084 1 0.0616837 1.21024 1.17467 7.02701 6.84603 4.43821 4.48129 0 0 0 1 1 46400 507.116
36.6163 1 0.061867 1.21036 1.17484 7.00344 6.84768 4.41245 4.48073 0 0 0 1 1 46410 507.225
36.6242 1 0.062049 1.21048 1.17501 6.98569 6.84912 4.39252 4.47994 0 0 0 1 1 46420 507.334
36.6321 1 0.0622298 1.21061 1.17518 6.97435 6.8504 4.379 4.479 0 0 0 1 1 46430 507.443
36.64 1 0.0624094 1.21073 1.17535 6.96991 6.85159 4.37239 4.47797 0 0 0 1 1 46440 507.553
36.6479 1 0.0625877 1.21086 1.17551 6.97276 6.85276 4.37308 4.47693 0 0 0 1 1 46450 507.662
36.6558 1 0.0627647 1.21099 1.17567 6.98322 6.854 4.38137 4.47594 0 0 0 1 1 46460 507.771
36.6637 1 0.0629404 1.21112 1.17584 7.00148 6.85537 4.39745 4.47509 0 0 0 1 1 46470 507.881
36.6716 1 0.0631149 1.21126 1.176 7.02765 6.85694 4.42143 4.47445 0 0 0 1 1 46480 507.99
36.6794 1 0.063288 1.21139 1.17616 7.06172 6.8588 4.45331 4.47409 0 0 0 1 1 46490 508.1
36.6873 1 0.0634599 1.21153 1.17632 7.1036 6.86103 4.49296 4.4741 0 0 0 1 1 46500 508.209
36.6952 1 0.0636306 1.21167 1.17648 7.15306 6.86368 4.54019 4.47453 0 0 0 1 1 46510 508.318
36.7031 1 0.0638 1.21181 1.17663 7.2098 6.86684 4.59466 4.47547 0 0 0 1 1 46520 508.428
36.711 1 0.0639681 1.21195 1.17679 7.27339 6.87056 4.65596 4.47697 0 0 0 1 1 46530 508.571
36.7189 1 0.0641351 1.2121 1.17694 7.34332 6.87491 4.72356 4.4791 0 0 0 1 1 46540 508.68
36.7268 1 0.0643008 1.21224 1.1771 7.41896 6.87993 4.79683 4.4819 0 0 0 1 1 46550 508.789
36.7347 1 0.0644653 1.21239 1.17725 7.49958 6.88568 4.87506 4.48543 0 0 0 1 1 46560 508.899
36.7426 1 0.0646287 1.21254 1.1774 7.58437 6.89219 4.95741 4.48972 0 0 0 1 1 46570 509.008
36.7505 1 0.064791 1.2127 1.17755 7.67243 6.89949 5.04299 4.49479 0 0 0 1 1 46580 509.118
36.7583 1 0.0649522 1.21285 1.1777 7.76276 6.9076 5.1308 4.50067 0 0 0 1 1 46590 509.227
36.7662 1 0.0651122 1.21301 1.17785 7.8543 6.91653 5.21977 4.50737 0 0 0 1 1 46600 509.336
36.7741 1 0.0652713 1.21317 1.17799 7.94592 6.92628 5.30878 4.51488 0 0 0 1 1 46610 509.445
36.782 1 0.0654293 1.21333 1.17813 8.03644 6.93682 5.39664 4.52319 0 0 0 1 1 46620 509.554
36.7899 1 0.0655863 1.21349 1.17827 8.12464 6.94815 5.48214 4.53227 0 0 0 1 1 46630 509.664
36.7978 1 0.0657423 1.21366 1.17841 8.20927 6.96021 5.56403 4.54208 0 0 0 1 1 46640 509.773
36.8057 1 0.0658974 1.21382 1.17855 8.28908 6.97297 5.64107 4.55258 0 0 0 1 1 46650 509.882
36.8136 1 0.0660516 1.21399 1.17868 8.36283 6.98635 5.712 4.5637 0 0 0 1 1 46660 509.991
36.8215 1 0.0662049 1.21417 1.17881 8.42929 7.00029 5.77561 4.57538 0 0 0 1 1 46670 510.1
36.8294 1 0.0663573 1.21434 1.17893 8.48731 7.01471 5.83075 4.58752 0 0 0 1 1 46680 510.21
36.8372 1 0.0665089 1.21452 1.17906 8.53578 7.0295 5.87631 4.60004 0 0 0 1 1 46690 510.319
36.8451 1 0.0666596 1.2147 1.17917 8.5737 7.04457 5.91131 4.61282 0 0 0 1 1 46700 510.428
36.853 1 0.0668095 1.21488 1.17929 8.60018 7.0598 5.93485 4.62576 0 0 0 1 1 46710 510.537
36.8609 1 0.0669586 1.21507 1.17939 8.61447 7.07507 5.9462 4.63874 0 0 0 1 1 46720 510.646
36.8688 1 0.0671068 1.21526 1.1795 8.61596 7.09027 5.94475 4.65164 0 0 0 1 1 46730 510.755
36.8767 1 0.0672542 1.21545 1.17959 8.60425 7.10526 5.93009 4.66432 0 0 0 1 1 46740 510.864
36.8846 1 0.0674008 1.21564 1.17969 8.57909 7.11992 5.902 4.67666 0 0 0 1 1 46750 510.974
36.8925 1 0.0675465 1.21583 1.17977 8.54047 7.13411 5.86046 4.68853 0 0 0 1 1 46760 511.083
36.9004 1 0.0676913 1.21603 1.17985 8.48857 7.14771 5.80567 4.6998 0 0 0 1 1 46770 511.192
36.9083 1 0.0678353 1.21623 1.17992 8.4238 7.16059 5.73804 4.71034 0 0 0 1 1 46780 511.301
36.9161 1 0.0679782 1.21644 1.17999 8.34678 7.17263 5.65819 4.72005 0 0 0 1 1 46790 511.41
36.924 1 0.0681203 1.21664 1.18004 8.25832 7.18374 5.56696 4.72882 0 0 0 1 1 46800 511.519
36.9319 1 0.0682613 1.21685 1.18009 8.15946 7.19381 5.46536 4.73654 0 0 0 1 1 46810 511.629
36.9398 1 0.0684013 1.21706 1.18014 8.05136 7.20275 5.35458 4.74313 0 0 0 1 1 46820 511.738
36.9477 1 0.0685401 1.21728 1.18017 7.93534 7.21049 5.23594 4.74852 0 0 0 1 1 46830 511.847
36.9556 1 0.0686778 1.21749 1.1802 7.81282 7.21698 5.11086 4.75265 0 0 0 1 1 46840 511.958
36.9635 1 0.0688143 1.21771 1.18022 7.68532 7.22217 4.98086 4.75548 0 0 0 1 1 46850 512.068
36.9714 1 0.0689495 1.21793 1.18024 7.55435 7.22602 4.84746 4.75698 0 0 0 1 1 46860 512.177
36.9793 1 0.0690834 1.21815 1.18024 7.42146 7.22854 4.7122 4.75714 0 0 0 1 1 46870 512.287
36.9871 1 0.0692159 1.21837 1.18024 7.28815 7.22972 4.57659 4.75596 0 0 0 1 1 46880 512.397
36.995 1 0.069347 1.2186 1.18024 7.15585 7.22957 4.44206 4.75346 0 0 0 1 1 46890 512.507
37.0029 1 0.0694765 1.21882 1.18022 7.02591 7.22814 4.30996 4.74967 0 0 0 1 1 46900 512.616
37.0108 1 0.0696044 1.21905 1.1802 6.89956 7.22546 4.18151 4.74463 0 0 0 1 1 46910 512.725
37.0187 1 0.0697308 1.21928 1.18018 6.77791 7.22158 4.05782 4.7384 0 0 0 1 1 46920 512.834
37.0266 1 0.0698554 1.21951 1.18014 6.66192 7.21657 3.93985 4.73105 0 0 0 1 1 46930 512.944
37.0345 1 0.0699783 1.21975 1.18011 6.55239 7.2105 3.8284 4.72263 0 0 0 1 1 46940 513.053
37.0424 1 0.0700993 1.21998 1.18006 6.45 7.20345 3.72414 4.71324 0 0 0 1 1 46950 513.162
37.0503 1 0.0702185 1.22022 1.18001 6.35527 7.1955 3.62758 4.70296 0 0 0 1 1 46960 513.271
37.0582 1 0.0703358 1.22045 1.17996 6.26856 7.18673 3.5391 4.69187 0 0 0 1 1 46970 513.381
37.066 1 0.0704512 1.22069 1.1799 6.19014 7.17725 3.45895 4.68006 0 0 0 1 1 46980 513.49
37.0739 1 0.0705645 1.22093 1.17984 6.12013 7.16713 3.38724 4.66762 0 0 0 1 1 46990 513.599
37.0818 1 0.0706758 1.22116 1.17977 6.05856 7.15646 3.32401 4.65465 0 0 0 1 1 47000 513.709
37.0897 1 0.070785 1.2214 1.1797 6.00535 7.14534 3.26917 4.64122 0 0 0 1 1 47010 513.818
37.0976 1 0.0708921 1.22164 1.17962 5.96036 7.13385 3.22257 4.62743 0 0 0 1 1 47020 513.928
37.1055 1 0.070997 1.22188 1.17954 5.92337 7.12207 3.18399 4.61336 0 0 0 1 1 47030 514.037
37.1134 1 0.0710998 1.22212 1.17946 5.89411 7.11008 3.15317 4.59909 0 0 0 1 1 47040 514.146
37.1213 1 0.0712003 1.22236 1.17938 5.87228 7.09797 3.12978 4.5847 0 0 0 1 1 47050 514.256
37.1292 1 0.0712986 1.2226 1.17929 5.85752 7.0858 3.11347 4.57026 0 0 0 1 1 47060 514.365
37.1371 1 0.0713946 1.22284 1.17921 5.84948 7.07363 3.10389 4.55584 0 0 0 1 1 47070 514.474
37.1449 1 0.0714884 1.22309 1.17912 5.84776 7.06155 3.10064 4.5415 0 0 0 1 1 47080 514.583
37.1528 1 0.0715799 1.22333 1.17903 5.85197 7.0496 3.10331 4.5273 0 0 0 1 1 47090 514.693
37.1607 1 0.071669 1.22357 1.17894 5.86169 7.03784 3.11149 4.5133 0 0 0 1 1 47100 514.803
37.1686 1 0.0717559 1.22381 1.17885 5.87651 7.02632 3.12476 4.49955 0 0 0 1 1 47110 514.914
37.1765 1 0.0718404 1.22405 1.17876 5.89597 7.01508 3.14267 4.48608 0 0 0 1 1 47120 515.023
37.1844 1 0.0719226 1.22429 1.17868 5.91963 7.00417 3.16477 4.47295 0 0 0 1 1 47130 515.133
37.1923 1 0.0720025 1.22453 1.17859 5.94701 6.99362 3.19057 4.46019 0 0 0 1 1 47140 515.242
37.2002 1 0.07208 1.22477 1.1785 5.97761 6.98347 3.21958 4.44783 0 0 0 1 1 47150 515.351
37.2081 1 0.0721552 1.22501 1.17842 6.01089 6.97373 3.25125 4.43588 0 0 0 1 1 47160 515.46
37.216 1 0.072228 1.22524 1.17834 6.04627 6.96442 3.28501 4.42439 0 0 0 1 1 47170 515.57
37.2238 1 0.0722986 1.22548 1.17826 6.08314 6.95557 3.32025 4.41334 0 0 0 1 1 47180 515.679
37.2317 1 0.0723668 1.22572 1.17819 6.12085 6.94717 3.3563 4.40276 0 0 0 1 1 47190 515.788
37.2396 1 0.0724327 1.22596 1.17812 6.15868 6.93923 3.39246 4.39264 0 0 0 1 1 47200 515.898
37.2475 1 0.0724963 1.22619 1.17805 6.1959 6.93173 3.42799 4.38297 0 0 0 1 1 47210 516.007
37.2554 1 0.0725575 1.22643 1.17798 6.23174 6.92467 3.46211 4.37374 0 0 0 1 1 47220 516.117
37.2633 1 0.0726165 1.22667 1.17792 6.26539 6.91803 3.49404 4.36492 0 0 0 1 1 47230 516.227
37.2712 1 0.0726732 1.2269 1.17786 6.29607 6.91176 3.52298 4.3565 0 0 0 1 1 47240 516.336
37.2791 1 0.0727277 1.22714 1.1778 6.32299 6.90584 3.54815 4.34842 0 0 0 1 1 47250 516.445
37.287 1 0.0727799 1.22737 1.17774 6.34541 6.90022 3.5688 4.34064 0 0 0 1 1 47260 516.555
37.2948 1 0.0728298 1.22761 1.17769 6.36264 6.89484 3.58425 4.33312 0 0 0 1 1 47270 516.664
37.3027 1 0.0728774 1.22784 1.17764 6.37408 6.88966 3.59392 4.32579 0 0 0 1 1 47280 516.773
37.3106 1 0.0729229 1.22808 1.1776 6.37927 6.88461 3.59733 4.3186 0 0 0 1 1 47290 516.882
37.3185 1 0.0729661 1.22831 1.17755 6.37786 6.87963 3.59413 4.31148 0 0 0 1 1 47300 516.992
37.3264 1 0.073007 1.22854 1.17751 6.36966 6.87464 3.58415 4.30435 0 0 0 1 1 47310 517.101
37.3343 1 0.0730457 1.22877 1.17747 6.35464 6.86959 3.56736 4.29717 0 0 0 1 1 47320 517.211
37.3422 1 0.0730822 1.229 1.17743 6.33298 6.8644 3.54394 4.28985 0 0 0 1 1 47330 517.32
37.3501 1 0.0731164 1.22924 1.1774 6.305 6.85901 3.51421 4.28234 0 0 0 1 1 47340 517.429
37.358 1 0.0731484 1.22947 1.17736 6.27122 6.85337 3.4787 4.27457 0 0 0 1 1 47350 517.539
37.3659 1 0.0731781 1.2297 1.17733 6.23229 6.84742 3.43806 4.26651 0 0 0 1 1 47360 517.648
37.3737 1 0.0732056 1.22992 1.1773 6.18902 6.84112 3.39309 4.2581 0 0 0 1 1 47370 517.757
37.3816 1 0.0732307 1.23015 1.17727 6.1423 6.83444 3.3447 4.24931 0 0 0 1 1 47380 517.867
37.3895 1 0.0732536 1.23038 1.17725 6.09314 6.82735 3.2939 4.24011 0 0 0 1 1 47390 517.977
37.3974 1 0.0732742 1.23061 1.17722 6.04257 6.81984 3.24171 4.2305 0 0 0 1 1 47400 518.086
37.4053 1 0.0732925 1.23083 1.17719 5.99166 6.81189 3.18921 4.22046 0 0 0 1 1 47410 518.195
37.4132 1 0.0733084 1.23106 1.17717 5.94148 6.80353 3.13746 4.21001 0 0 0 1 1 47420 518.305
37.4211 1 0.073322 1.23128 1.17715 5.89307 6.79477 3.08751 4.19916 0 0 0 1 1 47430 518.414
37.429 1 0.0733333 1.2315 1.17713 5.84741 6.78563 3.04033 4.18794 0 0 0 1 1 47440 518.523
37.4369 1 0.0733421 1.23173 1.17711 5.80543 6.77614 2.99686 4.17639 0 0 0 1 1 47450 518.632
37.4448 1 0.0733487 1.23195 1.17709 5.76797 6.76636 2.95792 4.16454 0 0 0 1 1 47460 518.742
37.4526 1 0.0733528 1.23217 1.17707 5.73578 6.75634 2.92428 4.15246 0 0 0 1 1 47470 518.851
37.4605 1 0.0733545 1.23238 1.17706 5.70954 6.74613 2.8966 4.14019 0 0 0 1 1 47480 518.961
37.4684 1 0.0733538 1.2326 1.17704 5.68982 6.73579 2.87544 4.12781 0 0 0 1 1 47490 519.071
37.4763 1 0.0733508 1.23282 1.17703 5.67708 6.7254 2.86128 4.11538 0 0 0 1 1 47500 519.181
37.4842 1 0.0733453 1.23303 1.17702 5.6717 6.71503 2.85449 4.10297 0 0 0 1 1 47510 519.29
37.4921 1 0.0733374 1.23324 1.17701 5.67398 6.70475 2.85535 4.09065 0 0 0 1 1 47520 519.4
37.5 1 0.0733272 1.23345 1.177 5.6841 6.69463 2.86405 4.07851 0 0 0 1 1 47530 519.51
37.5079 1 0.0733145 1.23366 1.17699 5.70217 6.68476 2.8807 4.06662 0 0 0 1 1 47540 519.62
37.5158 1 0.0732995 1.23387 1.17698 5.72819 6.67521 2.90529 4.05505 0 0 0 1 1 47550 519.729
37.5237 1 0.0732822 1.23408 1.17698 5.76211 6.66605 2.93775 4.04389 0 0 0 1 1 47560 519.839
37.5315 1 0.0732625 1.23428 1.17697 5.80375 6.65735 2.97793 4.03319 0 0 0 1 1 47570 519.949
37.5394 1 0.0732404 1.23449 1.17697 5.85287 6.6492 3.02556 4.02304 0 0 0 1 1 47580 520.059
37.5473 1 0.0732161 1.23469 1.17697 5.90915 6.64165 3.08032 4.0135 0 0 0 1 1 47590 520.169
37.5552 1 0.0731895 1.23489 1.17697 5.97215 6.63476 3.14179 4.00462 0 0 0 1 1 47600 520.278
37.5631 1 0.0731606 1.23509 1.17697 6.04139 6.6286 3.20945 3.99648 0 0 0 1 1 47610 520.388
37.571 1 0.0731296 1.23529 1.17697 6.11628 6.62321 3.28272 3.98911 0 0 0 1 1 47620 520.497
37.5789 1 0.0730963 1.23548 1.17697 6.19614 6.61864 3.36093 3.98257 0 0 0 1 1 47630 520.606
37.5868 1 0.0730609 1.23568 1.17698 6.28022 6.61493 3.44333 3.97688 0 0 0 1 1 47640 520.716
37.5947 1 0.0730234 1.23587 1.17698 6.3677 6.6121 3.52908 3.97208 0 0 0 1 1 47650 520.825
37.6025 1 0.0729838 1.23606 1.17699 6.45766 6.61018 3.61727 3.96819 0 0 0 1 1 47660 520.934
37.6104 1 0.0729422 1.23625 1.177 6.54914 6.60917 3.70692 3.96522 0 0 0 1 1 47670 521.044
37.6183 1 0.0728985 1.23644 1.17702 6.64108 6.60908 3.79701 3.96316 0 0 0 1 1 47680 521.153
37.6262 1 0.0728529 1.23663 1.17703 6.73241 6.60989 3.88643 3.96201 0 0 0 1 1 47690 521.263
37.6341 1 0.0728054 1.23681 1.17705 6.82199 6.61159 3.97405 3.96174 0 0 0 1 1 47700 521.372
37.642 1 0.0727561 1.237 1.17706 6.90864 6.61413 4.05871 3.96232 0 0 0 1 1 47710 521.482
37.6499 1 0.0727048 1.23718 1.17708 6.99118 6.61749 4.13922 3.96372 0 0 0 1 1 47720 521.591
37.6578 1 0.0726518 1.23736 1.1771 7.06842 6.6216 4.21439 3.96586 0 0 0 1 1 47730 521.7
37.6657 1 0.0725971 1.23755 1.17712 7.13919 6.6264 4.28305 3.96869 0 0 0 1 1 47740 521.809
37.6736 1 0.0725406 1.23773 1.17714 7.20237 6.6318 4.34409 3.97213 0 0 0 1 1 47750 521.919
37.6814 1 0.0724824 1.2379 1.17716 7.25686 6.63773 4.39641 3.97609 0 0 0 1 1 47760 522.028
37.6893 1 0.0724226 1.23808 1.17718 7.30169 6.64409 4.43905 3.98047 0 0 0 1 1 47770 522.137
37.6972 1 0.0723611 1.23826 1.17721 7.33594 6.65077 4.47109 3.98518 0 0 0 1 1 47780 522.247
37.7051 1 0.072298 1.23843 1.17723 7.35888 6.65766 4.4918 3.99009 0 0 0 1 1 47790 522.356
37.713 1 0.0722334 1.23861 1.17725 7.36987 6.66464 4.50057 3.99509 0 0 0 1 1 47800 522.465
37.7209 1 0.0721671 1.23878 1.17727 7.36849 6.6716 4.49695 4.00007 0 0 0 1 1 47810 522.574
37.7288 1 0.0720993 1.23896 1.17729 7.35448 6.6784 4.48072 4.00489 0 0 0 1 1 47820 522.683
37.7367 1 0.07203 1.23913 1.17731 7.32782 6.68494 4.45185 4.00944 0 0 0 1 1 47830 522.793
37.7446 1 0.071959 1.2393 1.17733 7.28868 6.69107 4.41051 4.01358 0 0 0 1 1 47840 522.902
37.7525 1 0.0718866 1.23947 1.17735 7.23747 6.6967 4.35713 4.01722 0 0 0 1 1 47850 523.011
37.7603 1 0.0718125 1.23964 1.17736 7.17481 6.7017 4.29233 4.02023 0 0 0 1 1 47860 523.121
37.7682 1 0.0717369 1.2398 1.17738 7.10154 6.70597 4.21695 4.02251 0 0 0 1 1 47870 523.23
37.7761 1 0.0716597 1.23997 1.17739 7.01868 6.70943 4.13202 4.02397 0 0 0 1 1 47880 523.339
37.784 1 0.0715809 1.24013 1.1774 6.92742 6.71199 4.03874 4.02454 0 0 0 1 1 47890 523.448
37.7919 1 0.0715004 1.2403 1.17741 6.82909 6.71359 3.93843 4.02414 0 0 0 1 1 47900 523.558
37.7998 1 0.0714183 1.24046 1.17742 6.7251 6.71417 3.83252 4.02272 0 0 0 1 1 47910 523.667
37.8077 1 0.0713344 1.24062 1.17742 6.61693 6.71369 3.72248 4.02025 0 0 0 1 1 47920 523.776
37.8156 1 0.0712489 1.24078 1.17743 6.50607 6.71213 3.6098 4.0167 0 0 0 1 1 47930 523.886
37.8235 1 0.0711616 1.24094 1.17743 6.39396 6.70949 3.49594 4.01207 0 0 0 1 1 47940 523.995
37.8314 1 0.0710725 1.24109 1.17743 6.28201 6.70577 3.38228 4.00637 0 0 0 1 1 47950 524.104
37.8392 1 0.0709815 1.24125 1.17743 6.1715 6.70099 3.27013 3.9996 0 0 0 1 1 47960 524.214
37.8471 1 0.0708888 1.2414 1.17743 6.0636 6.69518 3.16063 3.99181 0 0 0 1 1 47970 524.323
37.855 1 0.0707941 1.24155 1.17743 5.95931 6.68839 3.05481 3.98304 0 0 0 1 1 47980 524.432
37.8629 1 0.0706975 1.2417 1.17742 5.85951 6.68065 2.95352 3.97333 0 0 0 1 1 47990 524.541
37.8708 1 0.0705989 1.24185 1.17742 5.76487 6.67203 2.85744 3.96275 0 0 0 1 1 48000 524.65
37.8787 1 0.0704984 1.24199 1.17741 5.67591 6.6626 2.76709 3.95135 0 0 0 1 1 48010 524.76
37.8866 1 0.0703958 1.24213 1.17741 5.59299 6.65242 2.68282 3.93921 0 0 0 1 1 48020 524.869
37.8945 1 0.0702912 1.24227 1.1774 5.51632 6.64155 2.60484 3.92639 0 0 0 1 1 48030 524.978
37.9024 1 0.0701846 1.24241 1.17739 5.44597 6.63007 2.53322 3.91297 0 0 0 1 1 48040 525.087
37.9102 1 0.0700759 1.24254 1.17738 5.38191 6.61804 2.46792 3.899 0 0 0 1 1 48050 525.197
37.9181 1 0.069965 1.24268 1.17738 5.32399 6.60553 2.4088 3.88457 0 0 0 1 1 48060 525.306
37.926 1 0.0698521 1.24281 1.17737 5.272 6.5926 2.35563 3.86972 0 0 0 1 1 48070 525.415
37.9339 1 0.069737 1.24293 1.17736 5.22568 6.57933 2.30816 3.85453 0 0 0 1 1 48080 525.525
37.9418 1 0.0696197 1.24306 1.17735 5.18473 6.56575 2.26608 3.83905 0 0 0 1 1 48090 525.634
37.9497 1 0.0695003 1.24318 1.17734 5.14883 6.55193 2.22906 3.82333 0 0 0 1 1 48100 525.743
37.9576 1 0.0693786 1.2433 1.17734 5.11766 6.53793 2.19679 3.80743 0 0 0 1 1 48110 525.852
37.9655 1 0.0692548 1.24341 1.17733 5.09092 6.52377 2.16897 3.7914 0 0 0 1 1 48120 525.962
37.9734 1 0.0691288 1.24352 1.17732 5.06833 6.50952 2.14532 3.77527 0 0 0 1 1 48130 526.071
37.9813 1 0.0690006 1.24363 1.17732 5.04966 6.4952 2.12559 3.75908 0 0 0 1 1 48140 526.18
37.9891 1 0.0688701 1.24374 1.17732 5.03469 6.48086 2.10957 3.74289 0 0 0 1 1 48150 526.29
37.997 1 0.0687374 1.24384 1.17732 5.02326 6.46654 2.09709 3.72671 0 0 0 1 1 48160 526.399
38.0049 1 0.0686025 1.24394 1.17732 5.01523 6.45226 2.08803 3.71059 0 0 0 1 1 48170 526.508
38.0128 1 0.0684653 1.24403 1.17733 5.01053 6.43806 2.08229 3.69455 0 0 0 1 1 48180 526.617
38.0207 1 0.0683259 1.24413 1.17734 5.00907 6.42397 2.0798 3.67864 0 0 0 1 1 48190 526.726
38.0286 1 0.0681843 1.24422 1.17735 5.0108 6.41003 2.08051 3.66288 0 0 0 1 1 48200 526.835
38.0365 1 0.0680404 1.2443 1.17737 5.01569 6.39626 2.08436 3.64729 0 0 0 1 1 48210 526.944
38.0444 1 0.0678943 1.24438 1.17739 5.02369 6.38268 2.09132 3.63191 0 0 0 1 1 48220 527.054
38.0523 1 0.0677459 1.24446 1.17742 5.03471 6.36934 2.1013 3.61678 0 0 0 1 1 48230 527.163
38.0602 1 0.0675953 1.24454 1.17745 5.04866 6.35625 2.11421 3.6019 0 0 0 1 1 48240 527.272
38.068 1 0.0674425 1.24461 1.17748 5.06541 6.34345 2.1299 3.58731 0 0 0 1 1 48250 527.381
38.0759 1 0.0672875 1.24468 1.17753 5.08474 6.33095 2.14818 3.57304 0 0 0 1 1 48260 527.491
38.0838 1 0.0671303 1.24475 1.17757 5.10642 6.31878 2.16878 3.5591 0 0 0 1 1 48270 527.6
38.0917 1 0.0669709 1.24481 1.17763 5.13011 6.30695 2.1914 3.54551 0 0 0 1 1 48280 527.709
38.0996 1 0.0668094 1.24487 1.17768 5.15545 6.29548 2.21564 3.53229 0 0 0 1 1 48290 527.818
38.1075 1 0.0666456 1.24493 1.17775 5.18198 6.28438 2.24107 3.51944 0 0 0 1 1 48300 527.928
38.1154 1 0.0664798 1.24499 1.17782 5.20923 6.27366 2.2672 3.50698 0 0 0 1 1 48310 528.037
38.1233 1 0.0663118 1.24504 1.1779 5.23668 6.26331 2.29351 3.4949 0 0 0 1 1 48320 528.146
38.1312 1 0.0661418 1.24509 1.17798 5.26377 6.25334 2.31946 3.48319 0 0 0 1 1 48330 528.255
38.1391 1 0.0659696 1.24513 1.17807 5.28997 6.24372 2.34451 3.47185 0 0 0 1 1 48340 528.364
38.1469 1 0.0657954 1.24517 1.17816 5.31476 6.23445 2.36813 3.46087 0 0 0 1 1 48350 528.473
38.1548 1 0.0656192 1.24521 1.17826 5.33768 6.22551 2.38987 3.45021 0 0 0 1 1 48360 528.583
38.1627 1 0.065441 1.24525 1.17836 5.35831 6.21687 2.40931 3.43986 0 0 0 1 1 48370 528.692
38.1706 1 0.0652608 1.24528 1.17847 5.37633 6.20851 2.42613 3.4298 0 0 0 1 1 48380 528.801
38.1785 1 0.0650786 1.24532 1.17859 5.39152 6.20038 2.44012 3.41998 0 0 0 1 1 48390 528.91
38.1864 1 0.0648945 1.24534 1.17871 5.40377 6.19248 2.45115 3.41038 0 0 0 1 1 48400 529.019
38.1943 1 0.0647085 1.24537 1.17883 5.41307 6.18475 2.45923 3.40096 0 0 0 1 1 48410 529.129
38.2022 1 0.0645206 1.24539 1.17896 5.41952 6.17718 2.46447 3.39171 0 0 0 1 1 48420 529.238
38.2101 1 0.0643308 1.24541 1.1791 5.42334 6.16973 2.46706 3.38258 0 0 0 1 1 48430 529.348
38.2179 1 0.0641391 1.24543 1.17924 5.42481 6.16238 2.46731 3.37356 0 0 0 1 1 48440 529.457
38.2258 1 0.0639457 1.24544 1.17938 5.42431 6.15511 2.46558 3.36461 0 0 0 1 1 48450 529.566
38.2337 1 0.0637503 1.24545 1.17953 5.42223 6.14789 2.46229 3.35573 0 0 0 1 1 48460 529.676
38.2416 1 0.0635532 1.24546 1.17968 5.41904 6.14072 2.45787 3.3469 0 0 0 1 1 48470 529.785
38.2495 1 0.0633543 1.24547 1.17984 5.41519 6.13358 2.45281 3.3381 0 0 0 1 1 48480 529.895
38.2574 1 0.0631537 1.24547 1.18 5.41114 6.12648 2.44754 3.32935 0 0 0 1 1 48490 530.004
38.2653 1 0.0629512 1.24547 1.18016 5.40734 6.1194 2.44253 3.32062 0 0 0 1 1 48500 530.114
38.2732 1 0.0627471 1.24547 1.18033 5.40419 6.11236 2.43817 3.31194 0 0 0 1 1 48510 530.223
38.2811 1 0.0625412 1.24547 1.1805 5.40208 6.10537 2.43485 3.30331 0 0 0 1 1 48520 530.333
38.289 1 0.0623336 1.24546 1.18068 5.40136 6.09843 2.43293 3.29473 0 0 0 1 1 48530 530.442
38.2968 1 0.0621244 1.24545 1.18085 5.40236 6.09156 2.43272 3.28623 0 0 0 1 1 48540 530.552
38.3047 1 0.0619135 1.24543 1.18104 5.40534 6.08478 2.43449 3.27782 0 0 0 1 1 48550 530.661
38.3126 1 0.0617009 1.24542 1.18122 5.41058 6.0781 2.43852 3.26953 0 0 0 1 1 48560 530.77
38.3205 1 0.0614868 1.2454 1.18141 5.4183 6.07156 2.44504 3.26136 0 0 0 1 1 48570 530.88
38.3284 1 0.061271 1.24538 1.1816 5.42874 6.06517 2.45426 3.25336 0 0 0 1 1 48580 530.989
38.3363 1 0.0610536 1.24535 1.18179 5.44209 6.05897 2.46639 3.24555 0 0 0 1 1 48590 531.098
